source,target,anchor,rel,representation,internal,target_status,target_error,target_missing_content_candidate,checked
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/dry-food-for-cats/,Dry Food for Cats,"[""tag""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/homie/,Homie,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-low-grain-kitten-and-mother-cat-food-chicken/?attribute_pa_pack-size=2-75-kg,(0),"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-low-grain-kitten-and-mother-cat-food-chicken/?attribute_pa_pack-size=2-75-kg&variation_id=3566152&add-to-cart=3566133,Add to cart,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-adult-cat-food-chicken/?attribute_pa_pack-size=2-75-kg,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-adult-cat-food-chicken/?attribute_pa_pack-size=2-75-kg,Quick view,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-adult-cat-food-chicken/?attribute_pa_pack-size=2-75-kg,Homie Super Premium Adult Cat Food – Chicken (PRO33/FAT15) – 2.75 KG,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/dry-food-for-cats/,Dry Food for Cats,"[""tag""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/homie/,Homie,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-adult-cat-food-chicken/?attribute_pa_pack-size=2-75-kg,(0),"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-adult-cat-food-chicken/?attribute_pa_pack-size=2-75-kg&variation_id=3566143&add-to-cart=3566132,Add to cart,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-sterilised-hypoallergenic-urinary-adult-cat-food-salmon-pro30/?attribute_pa_pack-size=1-5-kg,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-sterilised-hypoallergenic-urinary-adult-cat-food-salmon-pro30/?attribute_pa_pack-size=1-5-kg,Quick view,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-sterilised-hypoallergenic-urinary-adult-cat-food-salmon-pro30/?attribute_pa_pack-size=1-5-kg,Homie Urinary Cat Food / Sterilised Hypoallergenic / – Salmon Flavor – 1.5 KG,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/dry-food-for-cats/,Dry Food for Cats,"[""tag""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/homie/,Homie,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-sterilised-hypoallergenic-urinary-adult-cat-food-salmon-pro30/?attribute_pa_pack-size=1-5-kg,(0),"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-sterilised-hypoallergenic-urinary-adult-cat-food-salmon-pro30/?attribute_pa_pack-size=1-5-kg&variation_id=3666143&add-to-cart=3666140,Add to cart,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-low-grain-adult-cat-food-chicken/?attribute_pa_pack-size=3-75-kg,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-low-grain-adult-cat-food-chicken/?attribute_pa_pack-size=3-75-kg,Quick view,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-low-grain-adult-cat-food-chicken/?attribute_pa_pack-size=3-75-kg,Homie Super Premium Low Grain Adult Cat Food – Chicken – 3.75 KG,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/dry-food-for-cats/,Dry Food for Cats,"[""tag""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/homie/,Homie,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-low-grain-adult-cat-food-chicken/?attribute_pa_pack-size=3-75-kg,(0),"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/homie-super-premium-low-grain-adult-cat-food-chicken/?attribute_pa_pack-size=3-75-kg&variation_id=3566159&add-to-cart=3566134,Add to cart,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/diamond/,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/shop/?query_type_brand=or&filter_brand=econature%2Cperfect%2Cpronature,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/diamond-care-urinary-support-formula-for-adult-cats-2-72-kg/,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/diamond-care-urinary-support-formula-for-adult-cats-2-72-kg/,Quick view,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/diamond-care-urinary-support-formula-for-adult-cats-2-72-kg/,DIAMOND Care Urinary Support Formula For Adult Cats – 2.72 Kg,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/veterinary-formula-diets-for-cats/,Veterinary Formula Diets for Cats,"[""tag""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/diamond/,Diamond,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/?add-to-cart=3512710,Add to cart,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/diamond-maintenance-cat-food/?attribute_pa_pack-size=9-kg,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/diamond-maintenance-cat-food/?attribute_pa_pack-size=9-kg,Quick view,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/diamond-maintenance-cat-food/?attribute_pa_pack-size=9-kg,Diamond MAINTENANCE CAT Food – 9 KG,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/dry-food-for-cats/,Dry Food for Cats,"[""tag""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/diamond/,Diamond,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/diamond-maintenance-cat-food/?attribute_pa_pack-size=9-kg,OUT OF STOCK,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/nutragold-cat-diamond-naturals-indoor-cat-food/?attribute_pa_pack-size=3-kg,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/nutragold-cat-diamond-naturals-indoor-cat-food/?attribute_pa_pack-size=3-kg,Quick view,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/nutragold-cat-diamond-naturals-indoor-cat-food/?attribute_pa_pack-size=3-kg,Nutragold Cat / Diamond Naturals Indoor Cat Food – 3 KG,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/dry-food-for-cats/,Dry Food for Cats,"[""tag""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/diamond/,Diamond,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/nutragold-cat-diamond-naturals-indoor-cat-food/?attribute_pa_pack-size=3-kg,(0),"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/nutragold-cat-diamond-naturals-indoor-cat-food/?attribute_pa_pack-size=3-kg,OUT OF STOCK,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/shop/?query_type_brand=or&filter_brand=econature%2Cperfect%2Cpronature,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/brand/taste-of-the-wild/,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/bonacibo-adult-cat-food-2kg/,,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/bonacibo-adult-cat-food-2kg/,Quick view,"[""nofollow""]",raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product/bonacibo-adult-cat-food-2kg/,Bonacibo Adult Cat Food – 2KG,[],raw,True,,,False,False
https://petsone.pk/,https://petsone.pk/product-category/pets-supplies/cat-supplies/cat-food/dry-food-for-cats/,Dry Food for Cats,"[""tag""]",raw,True,,,False,False
